Aardbeving_Plaats|Aardbeving_Datum|Aardbeving_Magnitude|Aardbeving_Diepte_km|Straal_km|Monumentnummer|Monument_Naam|Monument_Type|Functie_Oorspronkelijk|Functie_Huidig|Afstand_tot_epicentrum_km|Impactindicatie|Effectgebied|Versterkingsprogramma|Monumentenregister_URL|Linked_data_URI
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510967||onroerend gebouwd|Boerderij||0.3|0.1|binnen indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510967|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/49403
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510966||onroerend gebouwd|Pastorie||0.5|0.1|binnen indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510966|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/26782
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14963||onroerend gebouwd|Kerk||0.6|0.1|binnen indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14963|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40429
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14960||onroerend gebouwd|Molen||1.8|-0.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14960|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/55291
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510957|H. Willehadus|onroerend gebouwd|Kerk||2.1|-0.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510957|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/28951
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520956||onroerend gebouwd|Sluiswachterswoning|Woonhuis|3.2|-0.3|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520956|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/21330
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510958||onroerend gebouwd|Smederij||3.3|-0.3|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510958|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/17578
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37458||onroerend gebouwd|Voorwerk||3.5|-0.4|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37458|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40432
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520953|Banketbakkerij Bos|onroerend gebouwd|Winkelwoning||4.7|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520953|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/11889
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520952||onroerend gebouwd|Bankgebouw|Praktijkwoning|4.7|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520952|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/10181
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520951||onroerend gebouwd|Woonhuis|Woonhuis|4.7|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520951|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/59251
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520947|St. Lucia|onroerend gebouwd|Schoolgebouw|Cultureel centrum|4.7|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520947|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/27050
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520950||onroerend gebouwd|Woonhuis|Woonhuis|4.8|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520950|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/17236
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520940||onroerend gebouwd|Woonhuis|Woonhuis|4.8|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520940|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/76157
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520946||onroerend gebouwd|Woonhuis|Woonhuis|4.9|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520946|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/28398
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520955||onroerend gebouwd|Woonhuis|Woonhuis|4.9|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520955|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/33361
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520941||onroerend gebouwd|Garage|Garage|4.9|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520941|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/76156
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520954||onroerend gebouwd|Woonhuis|Praktijkwoning|4.9|-0.5|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520954|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/40772
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520945||onroerend gebouwd|Schoolgebouw|Schoolgebouw|5.0|-0.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520945|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29298
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37457||onroerend gebouwd|Klooster, kloosteronderdl||5.1|-0.6|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37457|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/39472
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37463||onroerend gebouwd|Molen||7.2|-0.8|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37463|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/11869
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14961|Emmerschans|onroerend gebouwd|Fort, vesting en -onderdelen||7.3|-0.8|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14961|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/15763
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510961|Veenkerk|onroerend gebouwd|Kerk||7.5|-0.8|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510961|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/36661
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510995||onroerend gebouwd|Boerderij||7.6|-0.8|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510995|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/41134
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520949|Ter Haar 5710|onroerend gebouwd|Transformatorgebouw|Transformatorgebouw|7.6|-0.8|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520949|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/35185
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37453||onroerend gebouwd|Boerderij||7.6|-0.8|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37453|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/41682
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14964||onroerend gebouwd|Molen||8.3|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14964|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/52680
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510999||onroerend gebouwd|Boerderij||8.6|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510999|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29287
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510929||onroerend gebouwd|Boerderij||8.7|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510929|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/74529
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510937|Heilige Jozef|onroerend gebouwd|Kerk||8.7|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510937|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/67252
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510930||onroerend gebouwd|Schuur||8.7|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510930|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/74528
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510938||onroerend gebouwd|Pastorie||8.7|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510938|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/67251
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510947||onroerend gebouwd|Kerk||8.7|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510947|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/21168
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510933||onroerend gebouwd|Schuur||8.9|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510933|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73388
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510997||onroerend gebouwd|Boerderij||8.9|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510997|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/59914
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510935||onroerend gebouwd|Bakhuis||8.9|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510935|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73386
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510934||onroerend gebouwd|Wagenschuur||8.9|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510934|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73387
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510932|Dorpsstraat 23|onroerend gebouwd|Boerderij||8.9|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510932|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73389
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|527745||onroerend gebouwd|Winkel||8.9|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/527745|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/18584
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510968||onroerend gebouwd|Boerderij||9.0|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510968|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/53553
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14965||onroerend gebouwd|Boerderij||9.1|-0.9|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14965|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/44509
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37464||onroerend gebouwd|Boerderij||9.4|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37464|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/37786
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510998||onroerend gebouwd|Kerk||9.5|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510998|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/43205
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520937||onroerend gebouwd|Boerderij||10.1|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520937|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/79986
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520938||onroerend gebouwd|Schuur|Schuur|10.1|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520938|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/79985
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510952|Eikenhorst|onroerend gebouwd|Woonhuis||10.5|-1.0|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510952|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/36920
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|38623||onroerend gebouwd|Boerderij||10.7|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/38623|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/15992
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510993|Zuiderdiep 190|onroerend gebouwd|Boerderij||11.0|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510993|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73593
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510994||onroerend gebouwd|Woonhuis||11.0|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510994|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/73592
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37452||onroerend gebouwd|Boerderij||11.1|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37452|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/56314
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510955||onroerend gebouwd|Schoolgebouw||11.1|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510955|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/50022
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516256||onroerend gebouwd|Schoolgebouw|Schoolgebouw|11.2|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516256|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/37729
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510951||onroerend gebouwd|Kerk||11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510951|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/37768
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510948||onroerend gebouwd|Woonhuis||11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510948|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/12129
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14956||onroerend gebouwd|Gerechtsgebouw||11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14956|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/17077
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14959||onroerend gebouwd|Boerderij||11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14959|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/58549
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|511000||onroerend gebouwd|Boerderij||11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/511000|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/46518
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510949||onroerend gebouwd|Woonhuis||11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510949|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/39707
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516268||onroerend gebouwd|Kerk|Kerk|11.3|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516268|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/60245
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510954||onroerend gebouwd|Kerk||11.4|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510954|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/20703
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14958||onroerend gebouwd|Kerktoren||11.4|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14958|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/56115
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510950||onroerend gebouwd|Synagoge||11.4|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510950|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/32804
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516248|Vijfde Verlaat/Stenenverlaat|onroerend gebouwd|Schutsluis|Schutsluis|11.8|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516248|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69730
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|516252||onroerend gebouwd|Sluiswachterswoning|Woonhuis|11.8|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/516252|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/69726
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37451||onroerend gebouwd|Boerderij||11.9|-1.1|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37451|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/48163
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510953||onroerend gebouwd|Winkel||12.2|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510953|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/25971
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510956||onroerend gebouwd|Boerderij||12.4|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510956|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/24093
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46589||onroerend gebouwd|Boerderij||12.4|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46589|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/24646
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|46588||onroerend gebouwd|Boerderij||12.5|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/46588|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/61943
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510969||onroerend gebouwd|Grenskantoor||12.5|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510969|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/29245
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|510960||onroerend gebouwd|Woonhuis||12.5|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/510960|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/55236
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14966||onroerend gebouwd|Boerderij||12.5|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14966|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/58077
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|394606||onroerend gebouwd|Straatmeubilair||12.7|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/394606|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/23485
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37461||onroerend gebouwd|Boerderij||12.7|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37461|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/34665
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|511001||onroerend gebouwd|Boerderij||12.9|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/511001|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/33762
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|520948|Harma Hoeve|onroerend gebouwd|Boerderij|Boerderij|12.9|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/520948|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/52309
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14967||onroerend gebouwd|Boerderij||13.0|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14967|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/42431
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|14968|Zeldenrust|onroerend gebouwd|Molen||13.0|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/14968|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/52154
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37460||onroerend gebouwd|Boerderij||13.0|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37460|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/61535
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|37462||onroerend gebouwd|Boerderij||13.1|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/37462|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/22843
Roswinkel|2006-03-25T13:55:51Z|1.7|2|25|31220||onroerend gebouwd|Sociale zorg, liefdadigheid||13.1|-1.2|buiten indicatief effectgebied|nee|https://monumentenregister.cultureelerfgoed.nl/monumenten/31220|https://linkeddata.cultureelerfgoed.nl/cho-kennis/id/rijksmonument/15690
